sentences,emotion
ethel shook her head in puzzlement but a gleam had been coming into eames s eyes,surprise
emily could see his puzzlement,surprise
quick -- sign the register get out escape from the puzzlement in her eyes,surprise
i pointed out that i kissed frankie but she dismissed my puzzlement,surprise
claudia frowning turned to gaze at him in total puzzlement,surprise
had witnessed her puzzlement and then her shocked surprise as she realised what it was,surprise
paul s tone and expression showed his puzzlement,surprise
he could see harry s puzzlement,surprise
and now she could see the puzzlement on everyone s face,surprise
he saw her glance up in puzzlement and ask why he was still fully dressed,surprise
pitching my voice to a tone of mild puzzlement i called what is a rattlesnake doing up here,surprise
her brow creased in puzzlement,surprise
can it really work enquired his startled colleague,surprise
gus said of course in a slightly startled voice and visibly withdrew his vision and his thoughts from some distant preoccupation in which she had no part,surprise
they burst in on the somewhat startled signalman who was puzzled by the dramatic appearance of the two familiar faces,surprise
the man turned round and looked at robyn with startled eyes,surprise
their heads were close together and as he appeared they all looked up in unison with startled faces and fell silent,surprise
his eyes were so far out of his head that he looked like a startled grasshopper,surprise
she looked startled when i snapped at her what have they worked out,surprise
the girl looked startled,surprise
maurice seemed startled,surprise
jinny was so startled that she nearly kicked the bucket over,surprise
corbett stopped his horse and turned to the startled ranulf,surprise
she gave him a startled glance,surprise
and having made the mistake a bird seldom gets a second chance for the startled butterfly takes off not in the direction the bird might have expected but apparently backwards,surprise
he laughed at claudia s startled expression,surprise
no less a person than gloria estefan rang my startled publisher before leaving london to order the ology book because she was crazy for the commercials,surprise
ana started to laugh and mitch gave her a startled glance and then laughed ruefully too giving her a hug,surprise
then his startled gaze met the glowing eyes above the white patch of the handkerchief the man was holding at his mouth,surprise
about what dear she asked in a startled voice,surprise
before she could utter the cry of alarm which rose in her throat his hand had closed over her mouth and paige s startled eyes blinked at him over the top,surprise
lucy felt startled but forced herself to remain calm,surprise
herman startled but pleased moved in only to be disconcerted as erika pushed him away,surprise
israel and i pushed by the startled and helpless usher and swaggered into the arena dressed in our mau mau uniforms,surprise
the man stared at her in stunned silence his chest rising and falling with some kind of agitation,surprise
the germans still seemed stunned,surprise
the man seemed stunned,surprise
with a last quizzical look at her slightly stunned expression he waited for mike to join him then both men walked out of the suite leaving her alone with ace,surprise
then isabel saw ellen s stunned face and realised that her maid at least did not know she had spent the night alone,surprise
for a moment there was a stunned silence from his workmates and then pent up breath was released in what seemed like a communal sigh before the chief waggoner yelled come on,surprise
anne watched her for a few moments in stunned silence trying to decide if she meant what she had said,surprise
i am stunned to find him so fine and ruddy in the startling bleak white of this room so handsome in the face of my decay my washed out skin and faded eyes my smears of blood and perspiration,surprise
a stunned mrs hanley said as she left court we never wanted anybody to go to prison over this,surprise
the odones were left stunned when they were told in 1984 at the children s hospital in washington dc that their fun loving brilliant six year old son -- he already spoke three languages -- had ald and was under sentence of death,surprise
in front of stunned mourners he told grieving widow linsay robinson to pay up or else,surprise
in her daughter of evil mcshane 1980 she stresses her own lifelong affection for her mother and her stunned reaction at being convicted and sentenced,surprise
first of all the crowd was stunned and then they erupted giving allan a marvellous reception on his lap of honour but the night was yet young,surprise
the next thing he knew he was lying on the floor half stunned beans everywhere,surprise
when anything important happens you are stunned and thrown out for a while and then you recover,surprise
she looked stunned almost like a sleepwalker,surprise
maggie was stunned but not for long her temper surfaced,surprise
tears of rage and despair have been shed by snp workers and our voters are stunned,surprise
shadow ministers who had been behaving as if they were about to move into whitehall looked stunned and shattered,surprise
most germans looked on stunned as the results from the two state elections on 5 april flashed across their television screens,surprise
julia stunned but dry eyed had given her statement to the police,surprise
he was a bit stunned and rushed home to raise the alarm,surprise
she took two or three large breaths over the top of her bag of groceries while mrs stych watched her stupefaction with complacency,surprise
i can understand the apparent stupefaction of all parties,surprise
taking advantage of guy s momentary stupefaction she wriggled out from under him and leapt off the bed everything forgotten but the need to escape from something she dared not put a name to,surprise
another step forward and pooley noted to his utter stupefaction that it had vanished altogether into empty air,surprise
downes shook his head in stupefaction,surprise
athelstan sat in complete stupefaction drinking his beer as cranston cleared every platter washing it all down with another bowl of claret,surprise
except the oneil family in the first row of the circle who sat in stupefied amazement hardly believing what they had witnessed,surprise
if the birds are disturbed during the process there could be large numbers of stupefied birds fluttering amongst the traffic as the morning progresses with public complaints resulting the report stated,surprise
it was blackberry who bullied the stupefied pipkin to his feet and forced him to limp the few yards to the gravel spit,surprise
he woke stupefied flicking his tongue over his parched lips like a reptile,surprise
laura stared up at ross in stupefied amazement,surprise
the pain had faded into the background and she was starting to feel stupefied her head stuffed with cotton wool her eyes heavy,surprise
if you do feel revolted when you watch the patient eat you should not feel guilty about it but neither should you let yourself become irritable with the patient over it,disgust
she was simultaneously pleased revolted and delighted,disgust
a swedish couple and a german guy sitting near me were on their feet that sickened expression on their faces too,disgust
the government s cash before care nhs shake up has come under fire -- from sickened hospital managers,disgust
floy and snodgrass unable to look away were sickened and awed,disgust
she felt sickened and saddened beyond words and for the first time she wished that this thing had not happened to her,disgust
the sickened owner of a horse which was attacked in its stable at newton bewley near hartlepool is appealing for help in tracking down the thugs responsible,disgust
the leader of the house g v wright expressed revulsion at the shocking act of ira terrorism,disgust
mixed with his revulsion was also a tiny feeling of excitement,disgust
she closed her eyes to hide her revulsion as he pressed his open mouth against hers and began fumbling with the buttons of her bush shirt,disgust
as she turned to walk on she shivered affected by a chilliness that seemed to be an expression of her revulsion,disgust
god what an accursed night mumbled mr beckenham and sipping his liquor he looked over the makeshift meal with revulsion,disgust
leonora shook her head in revulsion,disgust
and when her words caused a peculiar revulsion within him,disgust
t was to stop you becoming completely distraught but i was afraid to look at you afraid to come to you that night in case i saw fear or revulsion in your eyes,disgust
we therefore have a clashing interest of views over whether to feel sympathy or revulsion about blanche,disgust
he began to kiss her and dinah knew slight revulsion if only he would leave her alone for once,disgust
homosexuality aroused revulsion in about a quarter of the respondents another quarter seeing it as sick odd or ridiculous,disgust
there was world wide revulsion when the ira exploded a bomb during a poppy day service in enniskillen in the late 80s,disgust
sam was thoroughly disgruntled because the boy from the bistro had failed to appear,disgust
several times gedge had persuaded him to stay with the band when he had become disgruntled and warnings had not been given because he ostensibly wanted to leave anyway,disgust
shortly after he spoke the first of what could become a flood of disgruntled clergy announced he was leaving the church of england,disgust
you arrest somebody maybe a drunk the next day he is feeling a little disgruntled and almost inevitably he will make a complaint,disgust
he felt too let down and disgruntled,disgust
in any event a dissatisfied enquirer can be a disgruntled member,disgust
however the existence of a potential rival no matter how eccentric meant that there was an alternative fascist allegiance open to disgruntled members of the buf,disgust
the new zealand born but peripatetic investor was speaking at gpg s annual meeting in london where he faced tough questioning from a disgruntled shareholder about accounting practices and future strategy,disgust
the articles are on public record and the purchaser runs the risk of a disgruntled shareholder seeking to have the sale set aside if its consent was not obtained,disgust
troubled premier john major now faces huge protests from disgruntled workers if the cash goes towards creating jobs overseas,disgust
it was done on the receivers orders to stop disgruntled workers taking demonstration vehicles from the site,disgust
i understand the mood but if some of them are disgruntled they are entitled to call an egm,disgust
a comic romp starring billy crystal in which a group of disgruntled new yorkers play out their frontiersmen fantasies on a two week cattle drive in new mexico,disgust
senator sherman had shot marginally less well than his son and was openly disgruntled about this,disgust
a reader disgruntled in large proportion sat down to work out how much of his salary he would have to hand over to the inland revenue heavy mob for the past year,disgust
a disgruntled father whose two sons have been on several skiing fortnights feels school trips are run primarily for the teachers   convenience,disgust
county had lost six of their last eight league games at the baseball ground which had prompted disgruntled supporters to call for the resignation of manager arthur cox,disgust
john devereux and kevin ellis toured with the lions but there were a number of unlucky and disgruntled welshmen left behind,disgust
"a disgruntled postman rang up a radio chat show to complain and found himself spearheading an anti florio movement that culminated in 50,000 people marching on the state capitol",disgust
this disgruntled minority has a disturbing impact on the performance of other pupils,disgust
you are all bloody mad screamed the disgruntled player in a high piping voice,disgust
zen preferred to think that some alert recruiting officer somewhere realizing the appalling threat a disgruntled gilberto would pose outside the law had bent the rules to let him in,disgust
yet a disgruntled secretary or one left unemployed by dismissal or the death or recall of his master might easily be tempted to profit by the information he had acquired in his work,disgust
a statement was issued from ibrox yesterday detailing the unsatisfactory nature of the dealings with bernard tapie s club while expressing regret that there was nothing more rangers could do on behalf of their now disgruntled fans,disgust
darren looking small and extremely disgruntled was slumped in the front left hand seat,disgust
lord beddington was somewhat disgruntled,disgust
the horse having been abandoned in the traces for twenty four hours was utterly disgruntled,disgust
everybody in this town including the stuffed seagull shop seems to reckon they can sell books said a disgruntled mr coward,disgust
but freer travel to the west which is one of the benefits bonn extracted also increased disgruntlement with things at home,disgust
the disgruntlement among its two million members is almost palpable,disgust
her disgruntlement arose from the now obvious fact that the prince was enamoured of joan,disgust
then there was the american sprinter jesse owens who swept to victory in the berlin olympic games of 1936 much to the disgruntlement of hitler,disgust
he would play her along until she got fed up and started making too many demands,disgust
they can be happy and cheerful but they can also get fed up frustrated angry disappointed and hurt inside -- just like real people,disgust
now fed up locals want the name of their quiet cul de sac in studley warwickshire changed -- unless bbc chiefs drop the flop of a show first,disgust
a rusty old gasometer which fed up local residents want demolished because it is a blot on the landscape has been compared to some of italy s most beautiful buildings,disgust
what a visiting londoner sees as the soaring grandeur of new york a fed up new yorker sees as sunlight deprivation,disgust
now fed up councillors are planning to meet officials from the re roof housing association,disgust
there was anger in jacob s voice and stance as he led her towards sylvie s bedroom,anger
the anger in her voice took him aback,anger
driving back she managed to keep her anger in control,anger
one insider said last week the sheer anger of people has taken everybody by surprise,anger
he was court martialled but to the anger of the unpopular governor was acquitted,anger
he also incurred the anger of the apothecaries who were afraid of being put out of business if all their complex mixtures were swept away,anger
this time with deepening anger on the streets over price liberalisation the hardliners were not to forgo their chance,anger
he said nothing and from the anger on his face she saw that he did not think he owed her a reply,anger
no better to limit the damage control his anger make nothing of it pretend he did not mind,anger
as he released his anger he felt his love for his ex wife and wept over their divorce,anger
his granddaughter s anger so like his own took some of the sting out of ballater s wrath,anger
his mounting anger was making his speech more and more incomprehensible through his stroke stiffened mouth,anger
he said community anger is running high,anger
his face darkened with anger,anger
the guard stiffened in anger,anger
mr jones exploded in anger,anger
there were rumours of anger among the grain farmers who were being given ious instead of cash for their crops,anger
she showed her anger in public by virtually ignoring charles,anger
he looked away a bitter anger in his eyes,anger
a terrible furious impotent anger filled him making him want to strike out to shout and scream,anger
clive greenacre was not only put out when his agoraphobic wife started to express her anger about his callous behaviour but also amazed by the sexual demands she then started to make on him,anger
robots he said gave me a means of venting my anger a remark whose logic baffled me until i read another logic alone can not explain this,anger
there is always a moment in time when we can make a decision whether or not to vent our anger,anger
bernice was so angry she could hardly speak,anger
even so becoming angry when travel arrangements go wrong can hardly help,anger
so you can see why mothers get angry when they discover that even everyday foods such as apples can cause a build up of unwanted chemicals in their children s bodies,anger
always he gets angry when she takes customers home,anger
people were very angry when admiral byng failed to attack the french at minorca and the decision to execute him for cowardice was exactly what the public wanted,anger
piggy had no sense of humour and often got very angry when other boys found things he did amusing,anger
have you ever felt so angry about men that you have been moved to write a song about it,anger
he was angry about class hypocrisy and the establishment,anger
believing that he had no right to be angry over this mishap matthew retreated to his bedroom took out a penknife and cut a painful slit in his own hand,anger
i could tell she was angry and i was ready to cry but frankie pulled me roughly back off the step and we turned to leave,anger
we do not go to lightwater valley said an equally affronted bus driver,anger
ah was affronted fur her imagine gettin stuck n huvin to get rolled on to a stretcher the perr o them and kerted oot covered up wi his poplin shortie,anger
if you have symptoms that you think may be caused by food intolerance you should not feel affronted if the doctor s initial questions seem rather personal and irrelevant to the aches and pains being suffered,anger
i do not ask about your private affairs now do i he said in a mildly affronted tone,anger
the woman was not affronted,anger
he ignored the affronted expression that crossed isabel s face at this sardonic rejoinder and continued,anger
when another patron tried to step in the enraged lover flew at him,anger
then she must sit in the sun before hauling it back up and altogether i was enraged and wished i was in a condition to show her how it should be done,anger
barbarossa sent a mandate requiring milan to give up her claims but the milanese consuls tore up the document and the imperial ambassador fled an enraged crowd,anger
this act of selfless good nature earned her a fine of one hundred francs and caused a riot in the latin quarter when enraged fans besieged the prefecture of police,anger
when he saw this he was further enraged and started towards the seer with an axe,anger
according to sheila caan was enraged and charged at her,anger
the enraged animal charged into christopher rogers pinning him to the ground,anger
this can be dangerous work three field workers in korup were trapped behind a tree by an enraged elephant after their tranquilliser dart missed its target,anger
furious tory mps now want to go to the high court to force a new ballot,anger
though later when i did the piece in vienna i was furious when the orchestra showed up with five basses and a dozen first violins,anger
lenin was furious when he learned about it,anger
they looked furious when they saw our faces peering in and made frantic signs for us to close the curtains again,anger
mitchum was furious when he heard that,anger
she had been furious when she saw my mask was wet,anger
irishman mr macsharry was so furious about mr delors   interference that he resigned his post,anger
thames valley police are known to be furious about the case,anger
fruit and vegetable growers in the area are furious about the decision,anger
his parents were furious over the engagement business,anger
the lancashire members were furious when they heard that gooch and the other england selectors had axed red rose favourite phil defreitas preferring essex pacemen neil foster and mark ilott,anger
the butcher becomes incensed,anger
lineker became incensed when taylor went public not only questioning whether lineker should remain as captain but whether his form justified a place in the side -- even though he was maintaining his phenomenal strike rate,anger
lin foh seemed incensed but kept his voice down as they reached the outside steps of the coroner s court,anger
in her incensed whisper she called me names i did not understand,anger
de gaulle was incensed ordered massu s recall to paris and against the advice of several senior advisers insisted that massu should not be permitted to return to his command,anger
the bull tossed the effigy out of their hands and became very infuriated,anger
the ec was infuriated,anger
in england wild storms swept the country and commuters were infuriated and inconvenienced by the aslef dispute,anger
the infuriated milan cardinal told the city governor that both the chief of police and the governor would be excommunicated if landriani was not immediately released back to the convent,anger
an infuriated charles ordered the battering of newgate where artillery breached the wall and hit the nearby carmelite house now whitefriars museum where civil war will be displayed supposedly killing two of the occupants,anger
lady followed her example rather than suffer at the hands of her infuriated master,anger
matilda looked right back into the flashing eyes of this infuriated female giant and said with total calmness i have not moved away from my desk miss trunchbull since the lesson began,anger
in oviedo an infuriated mob was only prevented from lynching the distinguished poet melndez valds by the appearance of priests with the exposed host,anger
the insurance cover is designed to protect intermediaries against suits for damages brought by irate customers,anger
"hamnett became irate and alleging breach of contract and damage to her image threatened to sue him for a 500,000",anger
at the sixth congress in 1986 irate delegates rejected a ridiculously optimistic programme that had been drafted in secret by le duan the then secretary general,anger
this week an irate mother reportedly stormed into a london school and hauled her 15-year old daughter out of a class in elementary sapphism,anger
the onlookers at first thought this accident was part of the show and were creased with laughter making the poor man even more irate,anger
nurses are being given acting lessons -- to help them cope with irate patients,anger
michael stein was trying unsuccessfully to calm an irate customer who was arguing about his bill,anger
rebecca went in search of her bag and lissa sent an irate look in adam s direction,anger
thus if a particularly irate husband pronounced the words three times in the heat of the moment the divorce was permanent and could not be reversed,anger
there was one teacher who used to get so mad that she would throw slates around with the whole class ducking out of the way,anger
he says that he was so mad that he got a knife to scare them,anger
i shrug my shoulders for no matter how mad he gets he can not duff me in he is stuck in bed which is his hard cheese,anger
how mad we have been lyn,anger
she really was mad about what she would just found in her freezer,anger
but he still feels miffed and mystified as to why manager kevin keegan discarded him so readily from st james   park and why no other premier league clubs were willing to hire his lethal skills,anger
bank customers are notoriously slow to shift their business even if they are miffed,anger
the reporter whose english was stilted and hesitant tried to get an answer from a miffed atherton who refused saying he had already answered the same question,anger
some members of the un security council will be miffed,anger
but conservatives are also miffed about foster s long ties to the planned parenthood federation of america and the fact that his teen age pregnancy program dispenses contraceptives,anger
a miffed european parliament head president jose maria gil -robles who is visiting paris promptly canceled a scheduled stop at de charette s office --- pending an apology,anger
if russia was miffed about the membership plans other east european nations were delighted,anger
she was offended and took it all personally,anger
he hoped she was not offended as a times reporter,anger
indenbaum knew how badly modigliani needed money so he tried to offer him a sum within his means for the beautiful oil but modigliani was offended and obliged indenbaum to accept the portrait as a present,anger
nutty was not offended,anger
mrs friar looked offended but continued,anger
the challenge was accepted and amidst cheers from a group of semi inebriated local husbands the offended owner headed out the door in search of a couple of friendly gardai,anger
in icy tones the offended bureaucrat replied for future reference you will call me mr hooton not richard,anger
the offended titan lumbered forward and stamped upon one raider crushing it underfoot,anger
the doctor looked offended,anger
not everybody wants    and trailed into silence for lily s eyelids were now fluttering holding back offended tears,anger
i do not care if you are offended that is the truth,anger
albert was offended and swung his legs athletically out of bed wincing on the distant side of his face,anger
his marriage to osthryth the sister of king ecgfrith inhibited him from bestowing royal favour on wilfrid until archbishop theodore engineered a reconciliation of offended parties in 686,anger
the law said nothing about duels between species which were not considered to be human -- although that did not prevent an offended party from seeking recourse,anger
i laughed -- i did not feel offended,anger
the elite were offended but the common people loved it,anger
he did not seem offended he did not exactly appear contrite,anger
he looks offended when i tell him he is perceived as a man s man,anger
a little offended bagshot put the key in the lock and opened the door,anger
he looked offended but i guessed his idea of discretion was swapping his length of lead pipe for a rubber truncheon,anger
my hands dart indignantly about my desk as if they were offended mice opening files annotating minutes picking up the receiver,anger
that may not however be enough for the offended partner,anger
the more resentful and unforgiving willie morgan was taken to court and then had to terminate a lucrative six year contract after only nine months,anger
no she replied briefly feeling more and more resentful,anger
when he took his hand away still saying nothing she felt slightly hurt and resentful,anger
rock became aware that the thrilling magical father who had taken his young son backstage on the road drinking water skiiing was gradually becoming a resentful tyrant,anger
on a recent visit to a day centre which served both younger disabled and old people i was told that old people were envious and resentful when computer learning was introduced for the younger disabled people,anger
residential workers are faced with youngsters who are not only anxious and resentful about family events but may also be mistrustful of those who try to help them,anger
carlie and harvey feel bitter and resentful about the way they have been treated,anger
i coped at the time but now five years on i feel guilty and resentful about the whole affair,anger
in a low resentful voice cullam said i was sick,anger
i told dana i could no longer bear the atmosphere of the city the right wing bullies the falangists the deadening work of teaching mostly bored and resentful students,anger
he felt their resentful eyes burning the nape of his neck,anger
michelle did not raise her head from tess s shoulder and the resentful words were muffled,anger
lucy sent him a resentful glance while adding an explanation for her presence,anger
i said i thought surkov felt resentful because the novels had not made more money,anger
i have grown up to be distrustful of men doubtful of my own goodness extremely resentful and explosively angry,anger
she looked a little less resentful than earlier and -- dare he hope it -- even slightly anxious for him,anger
she felt rather riled,anger
at once regretting that she had let herself become riled she delved into her bag and came out with a bar of soap,anger
two could play the same game and the russian was now riled,anger
she is really riled now,anger
and found to his annoyance that he was grinding his teeth,anger
it joined me for the rest of the holiday much to the annoyance of my fellow passengers,anger
busking or playing musical instruments in the underground to the annoyance of other passengers is an offence,anger
it was after noon by the time we actually got sorted much to the annoyance of the lady from the public relations company who had hired us,anger
he shows his annoyance with some intimidating facial expression backed up by a sparse selection of adjectival punctuation invariably using the f word which he uses with considerable effect,anger
to her annoyance a warm blush was steadily creeping into her cheeks,anger
i am practical jessamy insisted with some annoyance,anger
laura s normally full warm lips tightened with annoyance,anger
liz suppressed her annoyance before it could take hold,anger
she stopped as she saw the look of annoyance on his face,anger
faint annoyance began to show on major tzann s face,anger
she turned to fran faint annoyance crossing her face,anger
robyn leant against the door to the office and found herself experiencing the old familiar surge of deep annoyance,anger
to my great annoyance i found myself jealous,anger
to erika s intense annoyance fritz promptly accepted the invitation -- obeyed the command rather -- and as rosa moved on to the floor with another boy she was left feeling abandoned -- and foolish,anger
who can honestly say that they have never been consumed by that intense annoyance never felt that burning but wrenching tension and anger at life s petty frustrations,anger
this causes considerable annoyance to the germans who find themselves being forced to speak english and say that they will settle the matter by decree,anger
we are at our wits end here say the airport management and this has caused considerable upset and annoyance to the lady owning the number published,anger
it was i thought a measure of her self control that she had waited until now to express her annoyance,anger
his eyes narrowed and she felt a flicker of annoyance this time aimed at herself,anger
dotty flushed with annoyance,anger
wheeler s fine face flushed with annoyance and he laughed,anger
after a day or two the owner became irked and went to the airport to inspect his plane,anger
she was absolutely livid,anger
he was livid,anger
kisling was livid and with the help of some friends managed to grab the sculptor and throw him down the stairwell from the seventh floor,anger
he turned a livid stubbled face to the crowd,anger
his face was livid and his hand had clapped to his sword,anger
tabitha campbell black was livid because she won a bag of bailey s performance mix horse feed rather than a t shirt with a picture of a polo pony on the front,anger
mansell was livid and admitted he ran away from the scene of the accident to avoid being tempted into big trouble,anger
city fans are still livid over the clash with bull that led to skipper steve walsh s sending off in the 3 0 defeat at molineux three weeks ago,anger
livid mia farrow beat her adopted daughter soon yi with a chair after finding out about her affair with woody allen it was claimed yesterday,anger
his face was livid and bloody,anger
he is livid about opal,anger
and then of course silly girl she went and told him -- he was so livid he would not have nothing more to do with her,anger
he was on his feet the chair toppling over behind him his face livid his knuckles white ridged and aimed at her,anger
sly was left feeling absolutely livid,anger
benedict was on his feet overturning his chair in one violent gesture a face of livid fury turned on theda,anger
he dipped the cotton wool in the water and dabbed at the livid puffy eyes,anger
wayne will be livid when he hears,anger
you could have lent it to me paula said peeved,anger
he sifted somewhat peeved through the remaining unopened mail,anger
his smile was patient peeved and very sad,anger
of course ed was really peeved about how martinez handled the whole harley business,anger
i am not surprised he is feeling peeved,anger
i still feel quite peeved about it well more than that really,anger
they played throughout the second half in peeved mood allowing blackburn to assume the dictating role with gordon cowans prompting from midfield and speedie in predatory form up front,anger
it was a revelation after the pain of trotting and nails was cross when nutty brought it to an end,anger
it is not uncommon to hear of old women who are cross when asked to perform domestic tasks in residential care,anger
sue gets cross about that,anger
agnes noted with alarm that a pink flush was suffusing dorothy s face a sure sign of temper and really thought her loyal assistant she had every right to be cross under the circumstances,anger
do not be cross,anger
he will be cross but i will go,anger
there was really no reason why star should be cross,anger
when they got to the florist and georg saw his father emerging he really was cross so cross he leapt out from the driver s seat and intercepted willi on the pavement,anger
my husband still feels very cross,anger
her mother would be cross and he would feel stupid,anger
you are cross because i was honest when i spoke to you that night,anger
alexandra grew even crosser as it became obvious that matthew had been invited in his own right,anger
erika stamped her foot in vexation,anger
frau nordern bit her lip in vexation,anger
to meryl s vexation the boundary wall proved to be nearly eight feet high,anger
sister cecilia was flushed with vexation,anger
but determined that he should not have the satisfaction of seeing her vexation she said drily do not mention it i am only glad it was not rush hour,anger
no she is not vexed,anger
i am vexed john,anger
but christine felt vexed when at the next pack meeting sarah lost points for the six through being a slowcoach,anger
a vexed expression crossed louise s pretty face,anger
unable to help herself mrs abigail made a vexed noise,anger
lissa gazed up at him at his vexed expression and tried to quell the smile that pulled at her lips,anger
i am getting vexed,anger
you are not   vexed are you   he asked incredulously,anger
why ever did he bother to write them out the landlady asked gravely vexed and insulted,anger
court sounded almost indignant,anger
she did not look quite so indignant as she would looked before,anger
shackel became indignant and said he would fetch a magistrate and complain about the chief constable s attitude which he did,anger
scientists on both sides of no man s land become bitterly indignant when someone points such external influences out to them,anger
his tone became more confident slightly indignant,anger
i mean look at this one said the interviewer becoming quite indignant and picking one of the schools   letters contemptuously from the pile,anger
i was extremely indignant,anger
the ruc men who had conducted the police investigations were fiercely indignant and a senior officer threatened to resign,anger
topaz was indignant some of her fear dissipating,anger
but i do not want an indignant boyfriend on my doorstep breathing fire,anger
and victoria now pulled her granddaughter past the indignant old lady whose face was expressing shock,anger
what did you mean rachel her mother asked slowly ignoring her husband s indignant look,anger
in east germany two men formerly regarded as untouchable pillars of the old regime have rightly or wrongly become the focus of over zealous and sometimes bizarre persecution by the legal authorities and an indignant public,anger
indignant over suggestions that the prime minister has replaced his jaguar with a rover nigel lawson can at least draw comfort from the fact that he is a wanted man in the city,anger
good heavens no lady came the indignant reply,anger
bellybutton said in an indignant voice as though my question had impugned mcillvanney s honour,anger
she picked up a pen and drew a line through the service charge then handed the bill to the indignant guest,anger
lucien made a small indignant sound his arms flailing before he recovered his poise,anger
auguste shot him an indignant glance,anger
she was irritated indignant,anger
oh she bleated her voice high and rather indignant,anger
nevil does not work for me he snapped truly indignant,anger
after the verdict on monday an indignant cannes president alain pedretti described it as scandalous,anger
you do these he asked an indignant auguste,anger
he watched felt indignant but also justified because he was right,anger
blackeyes ended trailing an ever thinner line of puzzled viewers exasperated critics and the nagging question what went wrong,anger
it is absolute nonsense wails an exasperated spokesman,anger
untidy work led to rows rows led to confrontation confrontation led to the boy being soundly thrashed by his exasperated mother,anger
the government resolutely refused to comment until in january 1978 we suddenly heard that an exasperated lord rosebery had broken off the sale and given sotheby s the go ahead to auction the contents in may,anger
doctor mccann turned an exasperated face away and addressed himself to peg,anger
she began to feel exasperated,anger
they were exasperated and mystified,anger
if i failed to do so he would become exasperated and start shouting at me telling me how stupid i was whereupon i would dissolve into tears and rush out of the room,anger
an exasperated galileo was able to show up the inadequacy of his rival s position in a characteristically witty way,anger
he seemed exasperated though well in control,anger
no wonder superintendent miller had become exasperated,anger
charlotte made to reply but suddenly felt exasperated and wearied by the hoops she had been obliged to jump through,anger
lili was getting exasperated,anger
he shook his head exasperated and cynical,anger
as they passed her table she heard the older woman counting one two three one two three like a jolly and exasperated gym teacher,anger
the fellow sighing dramatically rose wearily from his chair like an exasperated parent dealing with two naughty children,anger
blake looked at the exasperated face of the doctor    but this computer can predict what i am going to do,anger
they left behind them broken glass tyremarks on the road and another exasperated shop owner,anger
the sheriff had said the most likely explanation was that the father had become exasperated,anger
he was exasperated but not cast down,anger
there was a trace of exasperation in his voice as he said i have told my promoter dan duva that i want to fight all those contenders that the people want me to fight,anger
plummer wanted to know a note of exasperation in his voice,anger
there was a hint of exasperation in his voice,anger
shaw however worked off most of his exasperation over the weekend winning the durham and cleveland county veterans   over 50 title,anger
and then again perhaps modigliani s exasperation stemmed in part from envy of this brilliant young man,anger
one career wife spoke about her exasperation when her husband listened to her with half an ear as he watched television,anger
you may find your exasperation turns to inspiration,anger
now it was the young king who drew back and doubtless to their father s immense exasperation refused to accept richard s homage,anger
she sounded very disappointed and david knew she was suppressing her exasperation,anger
robbie s exasperation found vent,anger
frau nordern allowed herself a note of exasperation,anger
at least if there is a human being there you can talk about the deal   says legal general s michael payne with just a trace of exasperation,anger
she shot him a look of exasperation,anger
your eyesight s not good enough miss dersingham said with exasperation,anger
he was coming so fast that she knew he had not seen her and she had to brake sharply frowning with exasperation,anger
i do not seem to be getting anywhere with this damn machine he said with exasperation,anger
there was something in the journalist s manner that goaded blanche is exasperation into anger,anger
there was a hint of exasperation in his voice,anger
she was single minded and uncompromising in her work so that she sometimes provoked exasperation among her colleagues a feeling immediately tempered by the admiration they felt,anger
all through his life though ken could be austere and stubborn to a point which provoked exasperation his evident holiness was so blended with cheerfulness that he seldom lost the admiration and affection of his contemporaries,anger
he looked at her with exasperation when she just gazed at him with wide deep blue eyes,anger
tzann clucked his tongue with mild exasperation,anger
he felt a wave of exasperation rise within him,anger
with a grunt of exasperation henry leapt across the room and into the yard crossing the space between kitchen and dining room until he reached the stables,anger
he gave a little grunt of exasperation,anger
how often do parents say in exasperation oh you will be the death of me,anger
damn she muttered in exasperation,anger
irina hung up in exasperation,anger
she was acting like some idiotic schoolgirl not an intelligent woman she thought in exasperation,anger
jean paul gave a sigh of exasperation,anger
parkin sighed with exasperation,anger
with a small sigh of exasperation she thrust her feet to the floor,anger
i got the impression that he was extremely alarmed about his own position and was determined to eliminate any risk for himself by a massive change of government,fear
his voice was tetchy but not alarmed,fear
but experts at the coney hill psychiatric hospital are alarmed,fear
the repeal movement s national leadership alarmed about hopkins   activities wrote warning her against any collusion with the enemy,fear
the alarmed hungarians initially kept this threat to themselves but have since raised the issue in private both within the warsaw pact and with certain western governments,fear
realising that something had gone wrong the alarmed miner was making his way out of the pit,fear
after one alarmed glance at her apoplectic face mr loveitt said smoothly i think we should get back to the facts,fear
he turned to see four alarmed faces and the atmosphere was thick with unanswered questions as he walked out,fear
the assistant looked alarmed,fear
some ill children feel so angry depressed or anxious about their condition that they refuse to eat,fear
if she is so anxious about my welfare and morals it is a wonder she has not come stamping up here to check out the situation for herself,fear
the last time she had walked down this lane she had been too anxious about susan to notice very much,fear
i wanted to be a violinist -- that was my real ambition -- but i was too anxious to really get to grips with the instrument,fear
cranston too was thinking about events in the tower but was too anxious to concentrate on the problems they posed,fear
meanwhile the flood of letters of a very different sort from anxious hong kong citizens to this and every other newspaper office continues,fear
you then left that meeting rather hurriedly before it ended in a very anxious state,fear
